MONTH,YEAR,STID,TMAX,TMIN,HMAX,HMIN,RAIN,DATE
8,2015,HOOK,92.99387096774194,64.03935483870968,90.63516129032259,29.537419354838708,1.23,2015-08-01
9,2015,HOOK,90.679,60.61366666666667,84.84100000000001,25.54,0.5,2015-09-01
10,2015,HOOK,73.08451612903225,47.62096774193548,89.13516129032259,36.55161290322581,5.09,2015-10-01
11,2015,HOOK,59.32533333333333,31.664,93.01666666666667,39.59866666666667,1.37,2015-11-01
12,2015,HOOK,49.36483870967742,26.58967741935484,90.65612903225806,40.80451612903226,1.1,2015-12-01
1,2016,HOOK,50.06935483870968,21.009999999999998,91.80645161290323,38.38677419354838,0.18,2016-01-01
2,2016,HOOK,60.71344827586207,26.25689655172414,83.7551724137931,21.984137931034482,0.39999999999999997,2016-02-01
3,2016,HOOK,66.98483870967742,30.695806451612903,80.16677419354839,20.41225806451613,0.2,2016-03-01
4,2016,HOOK,70.696,40.67466666666667,86.15,33.41,4.49,2016-04-01
5,2016,HOOK,76.10709677419355,47.47870967741935,92.1741935483871,32.76129032258064,0.8099999999999999,2016-05-01
6,2016,HOOK,93.94533333333334,62.693333333333335,87.98966666666666,24.61766666666667,4.22,2016-06-01
7,2016,HOOK,98.47548387096774,66.02129032258064,86.68709677419355,24.55,0.87,2016-07-01
8,2016,HOOK,90.20516129032258,63.09870967741936,90.96870967741935,33.44451612903226,2.7,2016-08-01
9,2016,HOOK,88.09266666666666,57.149,88.157,28.506333333333334,0.21000000000000002,2016-09-01
10,2016,HOOK,82.38612903225807,45.663870967741936,81.59677419354838,21.392903225806453,0.3,2016-10-01
11,2016,HOOK,66.13966666666667,32.181333333333335,82.35333333333334,24.672666666666668,0.04,2016-11-01
12,2016,HOOK,47.528387096774196,17.44516129032258,87.10903225806452,33.52193548387097,0.65,2016-12-01
1,2017,HOOK,47.99967741935484,20.818709677419356,87.89548387096774,39.34612903225806,2.18,2017-01-01
2,2017,HOOK,64.47,26.898518518518518,80.02814814814815,19.592962962962964,0.02,2017-02-01
3,2017,HOOK,68.4058064516129,32.0558064516129,80.97419354838709,27.00774193548387,2.2199999999999998,2017-03-01
4,2017,HOOK,68.65266666666666,43.001,90.78933333333333,39.027,4.8100000000000005,2017-04-01
5,2017,HOOK,77.88580645161291,48.05612903225806,92.10548387096775,33.598387096774196,3.42,2017-05-01
6,2017,HOOK,91.639,62.13366666666666,88.15133333333333,28.775333333333332,2.02,2017-06-01
7,2017,HOOK,97.05903225806452,65.80354838709677,86.13258064516128,28.94290322580645,2.32,2017-07-01
8,2017,HOOK,86.38,62.16870967741936,95.80064516129032,44.156129032258065,3.71,2017-08-01
9,2017,HOOK,84.71,55.922333333333334,87.844,37.48866666666667,2.72,2017-09-01
10,2017,HOOK,73.19483870967741,41.93387096774194,87.2658064516129,31.108064516129033,1.09,2017-10-01
11,2017,HOOK,63.694,31.839333333333332,86.522,32.07933333333333,0,2017-11-01
12,2017,HOOK,50.4641935483871,18.286774193548386,78.87870967741935,29.84516129032258,0,2017-12-01
1,2018,HOOK,54.06935483870968,16.579677419354837,74.26354838709678,21.699354838709677,0,2018-01-01
2,2018,HOOK,52.0475,19.889285714285716,78.89607142857143,28.50857142857143,0.06,2018-02-01
3,2018,HOOK,67.36096774193548,30.24258064516129,74.41387096774193,19.49774193548387,0,2018-03-01
4,2018,HOOK,68.72833333333334,33.50633333333333,76.936,25.578333333333333,1.25,2018-04-01
5,2018,HOOK,88.00129032258064,56.395483870967745,87.07483870967742,25.253870967741936,1.92,2018-05-01
6,2018,HOOK,93.89533333333333,63.404666666666664,85.786,28.905,5.07,2018-06-01
7,2018,HOOK,93.92193548387097,65.39645161290322,91.28612903225806,32.15677419354839,2.85,2018-07-01
8,2018,HOOK,92.13677419354839,63.27193548387097,90.55774193548388,32.233548387096775,1.98,2018-08-01
9,2018,HOOK,84.80466666666666,57.06633333333333,94.477,38.547666666666665,1.37,2018-09-01
10,2018,HOOK,67.19677419354839,42.248387096774195,94.87838709677419,46.91225806451613,3.64,2018-10-01
11,2018,HOOK,55.30266666666667,25.345,89.979,36.321333333333335,0.23,2018-11-01
12,2018,HOOK,49.31774193548387,19.90774193548387,85.86709677419354,36.905806451612904,2.02,2018-12-01
1,2014,MTHE,50.468387096774194,24.052258064516128,83.77096774193548,34.97354838709678,1.96,2014-01-01
2,2014,MTHE,50.926071428571426,30.235357142857143,89.19500000000001,46.371071428571426,1.1400000000000001,2014-02-01
3,2014,MTHE,60.72,36.72677419354839,92.36032258064516,45.486451612903224,5.9799999999999995,2014-03-01
4,2014,MTHE,69.89333333333333,47.769,91.24,45.269,3.75,2014-04-01
5,2014,MTHE,77.49387096774194,56.920645161290324,93.40741935483871,52.58,7.65,2014-05-01
6,2014,MTHE,84.42233333333333,68.623,94.72333333333333,57.694,4.1,2014-06-01
7,2014,MTHE,85.53903225806451,65.81193548387097,96.22903225806452,52.365806451612904,8.82,2014-07-01
8,2014,MTHE,88.57064516129033,68.04870967741935,95.5741935483871,50.42161290322581,1.41,2014-08-01
9,2014,MTHE,83.806,64.30199999999999,95.55,51.305,2.91,2014-09-01
10,2014,MTHE,75.55967741935484,52.9458064516129,96.26,53.190333333333335,4.41,2014-10-01
11,2014,MTHE,57.373333333333335,35.96366666666667,91.89266666666667,45.52033333333333,1.66,2014-11-01
12,2014,MTHE,51.31516129032258,37.13903225806452,98.49677419354839,70.61,5.12,2014-12-01
1,2015,MTHE,51.5816129032258,28.803548387096775,92.84193548387097,43.01709677419355,3.38,2015-01-01
2,2015,MTHE,48.7,28.224642857142857,93.69,49.1875,2.8,2015-02-01
3,2015,MTHE,61.59548387096774,42.58870967741935,98.01612903225806,61.29548387096774,6.35,2015-03-01
4,2015,MTHE,71.61866666666667,51.92933333333333,96.78333333333333,54.083666666666666,5.99,2015-04-01
5,2015,MTHE,76.53290322580645,59.64064516129032,97.37741935483871,63.390967741935484,19.85,2015-05-01
6,2015,MTHE,87.11466666666666,67.75066666666666,98.23333333333333,55.03,3.06,2015-06-01
7,2015,MTHE,91.88,71.57774193548387,94.6774193548387,48.523548387096774,1.45,2015-07-01
8,2015,MTHE,93.49225806451612,68.30741935483871,86.12806451612903,33.43677419354839,1.12,2015-08-01
9,2015,MTHE,87.22033333333333,64.628,92.19333333333333,39.49166666666667,3.4,2015-09-01
10,2015,MTHE,77.87741935483871,52.37483870967742,85.68064516129033,40.02483870967742,3.81,2015-10-01
11,2015,MTHE,63.393,44.975,95.22466666666666,56.712666666666664,14.95,2015-11-01
12,2015,MTHE,60.721612903225804,38.37451612903226,97.07096774193549,53.170967741935485,16.68,2015-12-01
1,2016,MTHE,52.1641935483871,30.223548387096773,92.43354838709678,45.8158064516129,1.7799999999999998,2016-01-01
2,2016,MTHE,59.55551724137931,35.855172413793106,88.94827586206897,36.05344827586207,2.12,2016-02-01
3,2016,MTHE,66.37709677419355,44.133870967741935,92.60096774193548,44.78322580645161,8.05,2016-03-01
4,2016,MTHE,72.60266666666666,51.35666666666667,93.135,48.934333333333335,10.729999999999999,2016-04-01
5,2016,MTHE,75.6616129032258,56.84967741935484,96.65064516129033,56.73935483870968,5.99,2016-05-01
6,2016,MTHE,89.19733333333333,68.16,97.02333333333334,49.277,2.69,2016-06-01
7,2016,MTHE,92.66774193548387,71.99677419354839,94.82903225806452,47.52516129032258,5.05,2016-07-01
8,2016,MTHE,88.33741935483872,70.93548387096774,98.2483870967742,57.46,12.88,2016-08-01
9,2016,MTHE,85.636,64.32133333333333,97.89666666666666,50.24733333333333,5,2016-09-01
10,2016,MTHE,79.63612903225807,57.83838709677419,95.51290322580645,47.69,1.6600000000000001,2016-10-01
11,2016,MTHE,67.318,44.97566666666667,94.31166666666667,48.30733333333333,4.279999999999999,2016-11-01
12,2016,MTHE,52.82709677419355,34.42,93.42,51.86354838709678,1.5,2016-12-01
1,2017,MTHE,56.038709677419355,35.968709677419355,94.07741935483871,57.09129032258065,2.68,2017-01-01
2,2017,MTHE,62.89035714285714,42.1325,92.78964285714285,49.655,3.9299999999999997,2017-02-01
3,2017,MTHE,68.576,46.00566666666667,93.534,45.26766666666666,3.56,2017-03-01
4,2017,MTHE,73.08066666666667,53.232,96.313,57.001666666666665,5.28,2017-04-01
5,2017,MTHE,78.87290322580645,55.4158064516129,95.75387096774193,49.99967741935484,4.2299999999999995,2017-05-01
6,2017,MTHE,84.84766666666667,66.809,95.42266666666667,55.89033333333333,2.72,2017-06-01
7,2017,MTHE,89.98548387096774,69.95322580645161,98.57064516129032,53.47483870967742,5.92,2017-07-01
8,2017,MTHE,85.99322580645162,68.99387096774194,98.92258064516129,62.630322580645164,10.1,2017-08-01
9,2017,MTHE,85.48,62.403666666666666,94.85333333333334,44.48266666666667,0.13,2017-09-01
10,2017,MTHE,76.1758064516129,50.09451612903226,92.99096774193548,42.46258064516129,3.53,2017-10-01
11,2017,MTHE,66.481,44.300666666666665,92.27966666666667,53.263666666666666,0.42,2017-11-01
12,2017,MTHE,52.62290322580645,32.55193548387097,88.91774193548387,48.916451612903224,4.87,2017-12-01
1,2018,MTHE,49.108387096774194,25.831290322580646,86.95483870967742,41.68806451612903,3.2,2018-01-01
2,2018,MTHE,55.71714285714285,36.42821428571428,97.80678571428571,65.85035714285715,15.04,2018-02-01
3,2018,MTHE,65.91967741935484,42.32451612903226,91.22677419354838,42.33870967741935,3.77,2018-03-01
4,2018,MTHE,67.19333333333333,43.522666666666666,91.76766666666667,45.856,5.25,2018-04-01
5,2018,MTHE,84.41516129032259,63.89225806451613,95.70903225806451,52.88322580645161,5.7,2018-05-01
6,2018,MTHE,90.55466666666666,69.21533333333333,93.95466666666667,48.913333333333334,2.5100000000000002,2018-06-01
7,2018,MTHE,93.84967741935483,71.24,92.40806451612903,43.93677419354839,3.46,2018-07-01
8,2018,MTHE,89.11806451612904,69.08806451612904,95.60516129032258,53.96774193548387,6.319999999999999,2018-08-01
9,2018,MTHE,83.37766666666667,66.812,97.69333333333333,62.328,5.7,2018-09-01
10,2018,MTHE,71.30870967741936,54.4441935483871,98.08387096774193,62.31161290322581,8.4,2018-10-01
11,2018,MTHE,57.647333333333336,35.135,95.43566666666666,48.41566666666667,2.9899999999999998,2018-11-01
12,2018,MTHE,52.64419354838709,35.590967741935486,97.03032258064516,56.58903225806451,6.39,2018-12-01
1,2014,SKIA,46.50225806451613,22.945483870967742,72.70370370370371,29.206296296296298,0.18000000000000002,2014-01-01
2,2014,SKIA,45.43,25.1025,80.12315789473685,28.993157894736843,0.33,2014-02-01
3,2014,SKIA,58.549032258064514,33.34161290322581,81.33423076923077,29.503846153846155,2.18,2014-03-01
4,2014,SKIA,70.98533333333333,46.995333333333335,79.93076923076923,32.308461538461536,1.67,2014-04-01
5,2014,SKIA,79.56032258064516,58.92483870967742,85.108,44.2616,3.57,2014-05-01
6,2014,SKIA,84.19466666666666,67.90066666666667,94.02,59.74033333333333,5.63,2014-06-01
7,2014,SKIA,84.94258064516129,66.75774193548386,89.76571428571428,51.39809523809524,7.64,2014-07-01
8,2014,SKIA,90.65903225806451,69.6683870967742,90.39083333333333,43.497083333333336,1.2,2014-08-01
9,2014,SKIA,81.84766666666667,61.891666666666666,93.11666666666667,50.61066666666667,3.58,2014-09-01
10,2014,SKIA,74.60129032258064,53.36709677419355,88.76333333333334,45.2375,5.75,2014-10-01
11,2014,SKIA,54.526333333333334,33.410666666666664,81.5255172413793,40.57655172413793,2.5300000000000002,2014-11-01
12,2014,SKIA,46.579032258064515,34.471612903225804,93.30612903225807,65.82612903225807,1.6,2014-12-01
1,2015,SKIA,48.579354838709676,27.298709677419353,82.76225806451613,37.29709677419355,1.01,2015-01-01
2,2015,SKIA,45.88428571428572,23.0475,86.43357142857143,41.12428571428571,0.9,2015-02-01
3,2015,SKIA,62.38935483870968,41.67741935483871,88.87354838709678,42.54677419354839,2.88,2015-03-01
4,2015,SKIA,71.1,51.183,90.051,43.658,3.5500000000000003,2015-04-01
5,2015,SKIA,73.9216129032258,57.89290322580645,94.42290322580645,62.18677419354839,11.93,2015-05-01
6,2015,SKIA,86.562,69.431,91.35033333333334,54.85633333333333,7.59,2015-06-01
7,2015,SKIA,89.41166666666666,72.929,90.467,57.958666666666666,5.46,2015-07-01
8,2015,SKIA,87.49806451612903,67.66419354838709,91.92612903225806,45.34193548387097,5.359999999999999,2015-08-01
9,2015,SKIA,84.08966666666667,64.99033333333334,91.25666666666666,49.708,1.6700000000000002,2015-09-01
10,2015,SKIA,73.41096774193548,51.98741935483871,86.91225806451612,40.90032258064516,1.95,2015-10-01
11,2015,SKIA,61.45034482758621,41.7796551724138,87.70241379310345,49.77344827586207,7.33,2015-11-01
12,2015,SKIA,55.82645161290323,35.80258064516129,91.28129032258065,49.89935483870968,7.86,2015-12-01
1,2016,SKIA,46.4958064516129,27.586451612903225,88.22193548387096,49.00290322580645,0.59,2016-01-01
2,2016,SKIA,59.430689655172415,35.847931034482755,78.76862068965517,28.711724137931036,0.8400000000000001,2016-02-01
3,2016,SKIA,66.38322580645162,44.4558064516129,81.40516129032258,35.321935483870966,1.84,2016-03-01
4,2016,SKIA,72.16966666666667,51.614666666666665,82.93900000000001,42.769666666666666,5.8,2016-04-01
5,2016,SKIA,74.87032258064517,56.799354838709675,92.21000000000001,52.173870967741934,5.38,2016-05-01
6,2016,SKIA,89.16,69.97066666666667,91.057,47.82266666666667,1.3499999999999999,2016-06-01
7,2016,SKIA,90.95,72.7783870967742,92.01225806451613,51.2058064516129,5.32,2016-07-01
8,2016,SKIA,90.68967741935484,71.00741935483872,90.83032258064516,45.61516129032258,2.19,2016-08-01
9,2016,SKIA,86.336,64.12866666666666,92.176,41.979,2.5,2016-09-01
10,2016,SKIA,77.77580645161291,56.79870967741935,89.28935483870968,47.61064516129032,2.92,2016-10-01
11,2016,SKIA,65.99733333333333,45.413,88.66866666666667,42.501666666666665,0.46,2016-11-01
12,2016,SKIA,48.45516129032258,28.591290322580644,81.51677419354839,40.86354838709678,0.49,2016-12-01
1,2017,SKIA,50.88935483870968,31.274193548387096,86.88806451612903,45.66032258064516,4.05,2017-01-01
2,2017,SKIA,61.68857142857143,38.833571428571425,85.28357142857143,38.354285714285716,1.1400000000000001,2017-02-01
3,2017,SKIA,65.60870967741936,44.03064516129032,82.12193548387097,41.36806451612903,3.85,2017-03-01
4,2017,SKIA,70.961,51.62,91.77766666666668,50.70333333333333,11.18,2017-04-01
5,2017,SKIA,77.62935483870967,56.77903225806452,87.93870967741935,46.07064516129032,7.91,2017-05-01
6,2017,SKIA,85.46433333333333,66.81333333333333,89.39566666666667,49.023666666666664,4.06,2017-06-01
7,2017,SKIA,90.37096774193549,71.50774193548388,91.12322580645161,49.568709677419356,3.18,2017-07-01
8,2017,SKIA,85.51266666666666,67.05233333333334,95.01733333333334,53.888333333333335,6.14,2017-08-01
9,2017,SKIA,84.13333333333333,63.568,87.93966666666667,44.258,1.93,2017-09-01
10,2017,SKIA,72.75870967741936,51.21935483870968,85.96354838709678,44.18806451612903,9.78,2017-10-01
11,2017,SKIA,62.907666666666664,42.62733333333333,83.21733333333333,45.91466666666667,0.61,2017-11-01
12,2017,SKIA,49.32516129032258,31.274516129032257,81.85677419354839,44.090645161290325,0.82,2017-12-01
1,2018,SKIA,47.12483870967742,25.695483870967742,77.17838709677419,35.37870967741936,0.43,2018-01-01
2,2018,SKIA,51.38607142857143,29.058214285714286,88.98571428571428,51.337857142857146,4.31,2018-02-01
3,2018,SKIA,62.72677419354839,40.457419354838706,81.36935483870968,39.649032258064516,1.29,2018-03-01
4,2018,SKIA,64.95133333333334,41.345333333333336,80.47833333333334,39.39533333333333,1.52,2018-04-01
5,2018,SKIA,84.4058064516129,64.39451612903225,91.60096774193549,51.468709677419355,3.98,2018-05-01
6,2018,SKIA,87.963,70.03833333333333,89.16466666666666,54.29533333333333,3.72,2018-06-01
7,2018,SKIA,92.41354838709678,71.4574193548387,92.54064516129033,44.931290322580644,2.23,2018-07-01
8,2018,SKIA,89.40483870967742,69.7058064516129,91.94870967741936,49.6241935483871,2.2,2018-08-01
9,2018,SKIA,82.578,65.306,94.38933333333333,58.089999999999996,2.4899999999999998,2018-09-01
10,2018,SKIA,69.08354838709677,51.17193548387097,94.40096774193549,56.68774193548387,4.07,2018-10-01
11,2018,SKIA,55.66266666666667,33.32266666666666,86.39433333333334,43.28,1.44,2018-11-01
12,2018,SKIA,49.27935483870968,31.643548387096775,86.36677419354838,51.185483870967744,3.19,2018-12-01
1,2014,SPEN,49.15483870967742,25.374193548387098,72.56935483870967,30.34967741935484,0.09,2014-01-01
2,2014,SPEN,47.395714285714284,26.611071428571428,83.63714285714286,43.072857142857146,0.21,2014-02-01
3,2014,SPEN,59.766451612903225,35.148709677419355,80.34774193548387,32.74677419354839,1.73,2014-03-01
4,2014,SPEN,71.97333333333333,47.904666666666664,79.19133333333333,31.389666666666667,1.95,2014-04-01
5,2014,SPEN,80.74129032258065,58.91193548387097,83.25258064516129,40.968387096774194,4.8,2014-05-01
6,2014,SPEN,85.38933333333333,68.54899999999999,90.411,52.56033333333333,5.69,2014-06-01
7,2014,SPEN,87.04612903225807,68.31258064516129,86.87774193548387,47.703548387096774,10.85,2014-07-01
8,2014,SPEN,91.26129032258065,70.37064516129033,85.90193548387097,41.743870967741934,1.19,2014-08-01
9,2014,SPEN,84.005,63.51,90.71766666666666,46.09866666666667,1.84,2014-09-01
10,2014,SPEN,77.76193548387097,53.91193548387097,91.00870967741935,37.16548387096774,2.97,2014-10-01
11,2014,SPEN,56.467666666666666,33.974666666666664,82.83366666666667,39.751333333333335,2.35,2014-11-01
12,2014,SPEN,49.05083333333334,34.20583333333333,92.1983870967742,64.10096774193548,1.01,2014-12-01
1,2015,SPEN,49.49774193548387,28.53548387096774,83.67612903225806,37.4741935483871,1.43,2015-01-01
2,2015,SPEN,49.13357142857143,25.924642857142857,87.89392857142857,40.72857142857143,0.48000000000000004,2015-02-01
3,2015,SPEN,63.75064516129032,41.79838709677419,90.95161290322581,45.08451612903226,3.99,2015-03-01
4,2015,SPEN,71.92866666666667,51.47233333333333,92.11833333333334,45.775,4.890000000000001,2015-04-01
5,2015,SPEN,75.76133333333333,58.60333333333333,94.91870967741936,61.38612903225806,13.78,2015-05-01
6,2015,SPEN,88.01241379310345,70.20241379310345,88.923,49.39033333333333,4.22,2015-06-01
7,2015,SPEN,90.08451612903225,73.25129032258064,86.55677419354839,52.60677419354839,5.5200000000000005,2015-07-01
8,2015,SPEN,88.95548387096774,68.32290322580646,88.15483870967742,45.12032258064516,1.37,2015-08-01
9,2015,SPEN,88.45666666666666,65.71566666666666,86.98466666666667,37.352333333333334,0.99,2015-09-01
10,2015,SPEN,74.8016129032258,52.1358064516129,84.06903225806451,39.76806451612903,3.24,2015-10-01
11,2015,SPEN,62.247,42.150333333333336,86.28233333333333,47.24933333333333,4.63,2015-11-01
12,2015,SPEN,56.40870967741935,35.95161290322581,88.31645161290322,48.24290322580645,5.07,2015-12-01
1,2016,SPEN,49.13677419354839,29.104193548387098,87.81548387096774,44.88193548387097,0.37,2016-01-01
2,2016,SPEN,60.98379310344828,37.1248275862069,76.56310344827587,28.284827586206898,1.53,2016-02-01
3,2016,SPEN,67.41870967741936,43.913225806451614,81.30258064516129,32.44483870967742,0.99,2016-03-01
4,2016,SPEN,73.197,50.931,83.19533333333334,41.461333333333336,6.52,2016-04-01
5,2016,SPEN,76.67129032258065,57.553870967741936,90.14354838709677,47.365806451612904,2.96,2016-05-01
6,2016,SPEN,89.011,69.48466666666667,88.18666666666667,45.401333333333334,1.06,2016-06-01
7,2016,SPEN,92.46129032258065,74,85.98838709677419,45.15,6.19,2016-07-01
8,2016,SPEN,91.30645161290323,70.97903225806452,87.5241935483871,41.541612903225804,1.02,2016-08-01
9,2016,SPEN,86.63733333333333,64.51,89.44,42.044666666666664,2.23,2016-09-01
10,2016,SPEN,79.86354838709677,56.87387096774194,85.30774193548388,39.2641935483871,0.49,2016-10-01
11,2016,SPEN,68.06400000000001,45.76133333333333,86.52133333333333,40.98533333333334,0.7999999999999999,2016-11-01
12,2016,SPEN,49.88645161290322,28.460645161290323,82.96612903225807,40.43064516129032,0.7100000000000001,2016-12-01
1,2017,SPEN,53.285483870967745,30.859032258064516,83.36774193548386,39.3758064516129,1.9100000000000001,2017-01-01
2,2017,SPEN,63.38857142857143,39.49928571428571,82.48071428571428,35.28214285714286,2.67,2017-02-01
3,2017,SPEN,68.09666666666666,44.722,82.50766666666667,36.00966666666667,3.26,2017-03-01
4,2017,SPEN,71.76666666666667,51.11366666666667,92.81166666666667,49.869,7.66,2017-04-01
5,2017,SPEN,79.31064516129032,56.53322580645161,88.9858064516129,42.48096774193549,2.5,2017-05-01
6,2017,SPEN,87.972,67.507,88.717,44.324666666666666,0.01,2017-06-01
7,2017,SPEN,94.24677419354839,72.79645161290323,88.63774193548387,41.62096774193549,2.23,2017-07-01
8,2017,SPEN,86.30032258064516,67.57387096774194,97.23967741935483,53.78806451612903,7.05,2017-08-01
9,2017,SPEN,84.115,63.548,89.07566666666666,46.041333333333334,2.89,2017-09-01
10,2017,SPEN,73.93709677419355,51.80193548387097,82.61967741935484,41.446129032258064,5.18,2017-10-01
11,2017,SPEN,64.41166666666666,41.73866666666667,85.907,44.808,0.15,2017-11-01
12,2017,SPEN,50.30741935483871,31.748709677419356,83.72741935483872,44.82645161290323,0.33,2017-12-01
1,2018,SPEN,49.850967741935484,26.54741935483871,75.02322580645162,31.451290322580643,0.31000000000000005,2018-01-01
2,2018,SPEN,52.38464285714286,29.602857142857143,88.10035714285715,48.37714285714286,3.16,2018-02-01
3,2018,SPEN,65.33483870967741,41.373225806451615,83.09161290322581,37.82774193548387,0.48000000000000004,2018-03-01
4,2018,SPEN,67.94066666666667,41.294,81.461,35.193,2.5700000000000003,2018-04-01
5,2018,SPEN,85.02516129032259,64.8141935483871,89.76322580645162,47.26258064516129,4.8,2018-05-01
6,2018,SPEN,87.87366666666667,69.92366666666666,89.108,56.44566666666667,8.1,2018-06-01
7,2018,SPEN,91.29387096774194,71.18645161290323,92.41741935483871,49.512903225806454,3.0100000000000002,2018-07-01
8,2018,SPEN,89.52387096774194,70.5341935483871,87.97225806451613,50.69870967741935,2.67,2018-08-01
9,2018,SPEN,81.783,65.673,95.82466666666667,61.632,5.97,2018-09-01
10,2018,SPEN,69.5941935483871,50.96193548387097,95.49677419354839,58.25032258064516,4.38,2018-10-01
11,2018,SPEN,57.702,33.57633333333333,86.24633333333334,40.73566666666667,0.79,2018-11-01
12,2018,SPEN,50.50451612903226,31.674193548387098,86.83,48.196774193548386,4.18,2018-12-01
